,Comment,Rating,Predicted_sentiment
314,原本7.9，更新7.10後反而閃退要重下載,1,-0.6917125
315,快把睡眠模式恢復!!!,1,-0.036383472
316,近期更新後，發現沒有「睡眠播放設定」的那個功能了？覺得那個功能很好，尤其是對於習慣聽音樂入眠的使用者，現在沒有那個設定，有時睡著了音樂還在播放，反而會被音樂嚇到然後醒來。可以讓那個功能回來嗎？Please,3,-0.2043581
317,"請問睡眠的倒數計時器怎麼沒了？
我每晚睡前都需要它
結果我更新完就消失了
希望它可以回來……拜託🙏",4,-0.6476928
318,為啥更新後定時設定不見了😂？,4,-0.34430695
319,我的iso版本是13.3.1，今天剛好更新完程式，點app完全無法打開，點開就閃退，從開機也一樣，關app也一樣。請趕快修復啊！！,4,-0.5661574
320,"強制更新完後，為什麼無法與之前一樣繼續播放前一首歌曲？
每次重新連結藍芽，按下播放就顯示「沒有歌曲」要再找一次原本聽的歌非常不方便，請改善好嗎。",2,-0.41995645
321,更新後此功能不見了！,4,-0.3038127
322,睡眠模式是不是不見了？！！,4,-0.23261562
323,更新後，停止播放的功能不見了，晚上睡覺只能播到睡醒才能關，不方便,3,0.072138876
324,請問為什麼這個功能更新後不見了,4,-0.41787234
325,"希望不只有分享歌詞才能選擇背景
歌詞分享至IG非常喜歡 還可以選擇背景或是專輯封面🤩👍",1,-0.19097738
326,在手錶打開卻直接閃退到主畫面,1,-0.3983777
327,這幾天登入一直閃退，是怎樣？,3,-0.70389926
328,"購買好多年
結果這次更新一直閃退
我花錢實用不是給你們更新閃退得！
有沒有搞錯啊
這樣損失你們是要怎麼處理跟負責？",1,-0.54953897
329,超好用 都用這個聽歌,5,-0.034922265
330,"睡眠定時消失了
點問題都是error",5,-0.39322734
331,為什麼睡眠模式不見了？,2,-0.30240992
332,更新後，睡眠定時在播放頁面也能設定，真的是很貼心👍🏼,5,-0.04830355
333,我每天必須用的模式消失了😞希望趕快弄回來,5,-0.26246926
334,擔心音樂播整晚耗電快，但睡覺又想聽歌,5,0.15647154
335,希望遇到不喜歡的歌曲可以運用搜尋歌曲直接刪歌，不然要找老半天才能找到然後才刪歌。,4,0.124226004
336,"定時可以不要拿掉嗎
那是多麼重要的功能不知道嗎🙄🙄",2,0.23850289
337,搜尋歌曲的功能怎麼不見了,4,-0.037978463
338,更新後怎麼沒有睡眠時間設定????,4,-0.3330164
339,"睡覺超好用的倒數計時器怎麼能消失了😭😭
還逼我更新",5,-0.4639518
340,睡眠定時很重要啊⋯⋯趕快回來這功能,1,0.118384935
341,更新之後沒有睡眠定時關閉,5,-0.38329542
342,我把歌加入歌單裡了，不過歌單卻沒有我加的這首歌，到底怎麼回事啊？而且還說我已經加了，不過我的歌真的沒有在裡面啊！,1,-0.35644114
343,為什麼要付錢,1,-0.35756662
344,更新後閃退,1,-0.6524109
345,一更新就閃退，我的天呀，我花錢買會員，還不能用，實在傻眼,1,-0.2694093
346,"Iphone11重開機也無效
更新後打不開了⋯⋯",5,-0.32572255
347,更新後不能定時播放,3,-0.15364169
348,這次更新之後，原先有的睡眠定時功能不見了，希望能夠恢復，對於睡覺需要聽音樂的人來非常需要這個功能，希望能夠恢復。,2,-0.21833566
349,更新後一直閃退，軟體根本打不開！！！,5,-0.4325919
350,為什麼錄音搜尋歌曲的模式不見了,3,-0.063271694
351,一直跳出畫面要求更新，點進來app商店卻沒有更新的選項，我就一直被要求更新，卻一直沒有辦法更新，是把我當白痴耍嗎？？,1,-0.30326465
352,睡眠倒數計時怎麼不見了？,3,-0.35012376
353,改版後，已經沒有睡眠定時關閉功能很糟糕,3,-0.28760806
354,"更新後 找不到定時播放
這很重要啊啊啊啊😭😭😭😭😭",5,0.24643973
355,為什麼睡眠定時關閉的功能不見了？？,4,-0.39307478
356,"原本有的定時模式怎麼沒了？
睡覺前都會做這樣的設定，沒了這個真的很不方便",3,0.025073443
357,Carplay無法選擇播放最愛歌單，只能選取自選歌單，非常不實用，請協助新增,5,0.13664962
358,請問最新版本的定時功能沒有了嗎？,3,-0.29195416
359,"ios版可以設定時間自動關閉的功能是否消失了
突然就找不到了
少這個功能很可惜啊～
這功能很重要耶",4,-0.09890037
360,設定自動停止的功能怎麼不見了？,3,-0.24004543
361,如題,1,0.14863932
362,請問定時功能怎麼更新後就消失了？,4,-0.43552878
363,睡眠模式呢！！！更新後拔了？？？還來😭😭😭😭😭😭😭😭😭😭😭😭😭,1,0.03204453
364,更新之後辨識歌曲不見了，要找喜歡的歌很不容易,3,-0.13124633
365,少一星是因為更新後「主題色」好醜，我眼睛很不舒服，請快點改善！謝謝,4,0.10454898
366,陸陸續續提交了好幾首歌曲建議，幾個月過去了，一點消息都沒有，這個功能有跟沒有一樣，覺得失望⋯⋯。,2,-0.5860025
367,這版的睡眠定時設定改到播放器右上角的...功能選單，設定不需要跳出到設定頁了，很方便啊！,5,0.24165678
368,"建議本機離線歌曲區再新增可編輯歌曲排序功能，方便使用者依喜好自由排列歌曲

請問iphone介面是否無此功能？",2,-0.032551523
369,"改版之後
內建-設定的
播放時間不見了！",3,-0.2471647
370,希望可以推出widget功能,5,-0.052729543
371,怎麼取消了定時播放呢？ 睡前播歌很好耶,4,-0.35037675
372,找不到原本睡眠定時功能，是移除了嗎？,2,-0.110056266
373,"希望隨機播放不要常常都是那幾首歌
還有新增的歌曲可以在最上面",5,-0.044265892
374,原本設定裡面有睡眠自行設定關閉音樂的改掉了？我就是因為可以自行設定才下載付費的 那功能改我用什麼？幹嘛消費？,4,-0.120773405
375,定時的功能怎麼消失了！？,1,-0.4008079
376,"睡眠播放時間設定不見了⋯⋯
睡眠播放時間設定不見了⋯⋯
睡眠播放時間設定不見了⋯⋯",2,-0.31208062
377,定時播放功能不見了😫😫😫,5,-0.31377527
378,"今天舊手機上的app開始跳登入介面,然後app跳更新又不給更新,麻煩幫幫忙。",2,-0.39983773
379,如題,5,0.14863932
380,這真的是一款很好用的程式，但是為什麼昨天更新完後，設定裡的「睡眠定時播放」就不見了，平常真的很需要那項功能,5,-0.019217502
381,"你們把睡眠計時取消掉是在衝三小？
不弄回來，我就不用KKBOX 了
無效版本更新，廢",1,-0.23182459
382,"我覺得設定裡的倒數計時時間停止音樂這個功能很好，為什麼就這樣更新完就不見了？
對於一個晚上睡覺會聽音樂的人很防方便耶！不知道可否改善",1,-0.23759843
383,"我覺得新版很棒啊~
很多更新後的問題，其實去官網搜尋，都有說明。
大家幹嘛都那麼兇.....
多給設計的人一點鼓勵很難嗎",5,-0.14100456
384,請問播放時間限制的功能為何沒有了？,3,-0.45685726
385,請問更新完聆聽搜尋跑到哪裡去了,4,0.06528373
386,建議好久終於看到睡眠倒數功能了，現在播放就可以直接放著聽歌睡覺了,5,-0.1443137
387,找了一陣子才發現原來是放在播放畫面右上方的設定裡面，但這樣好像比較直覺耶！,5,0.25959113
388,在播放頁面看到睡眠定時功能，超級好用 rrrrrrrr...,5,0.13013184
389,更快找到定時功能，喜番 ❤️,5,-0.08920931
390,睡眠功能好像改到播放器內，好像感受到你們的苦心安排（？）希望可以好好宣傳一下,5,0.29921865
391,"升上ios14之後就沒辦法聽podcast,都過多久了，還不趕緊修復",1,-0.23848979
392,新改版之後，播放音樂的計時器不見了,5,-0.23864964
393,希望可以多一些古風類的歌曲 裡面不是沒有不然就是沒版權了..,4,-0.3524468
394,突然發現睡眠的計時器不見了，希望可以改善改回來,4,-0.3696379
395,更新後睡眠計時不見了,3,-0.25163808
396,更新後無法設定定時播放,5,-0.3133821
397,為什麼不能隨機播放？？？,2,-0.21053827
398,"早就把范瑋琪歌全刪，打死都不聽那個雙面人的歌，居然還拿到頭號粉絲，99%，是你不會氣死，這根本亂評！
KKBOX給個交代，憑什麼我沒聽給頭號粉絲，為某要給我這丟臉的標章還刪不掉？

9/22更新 KKBOX回覆

不好意思，目前尚無將粉絲徽章刪除的功能，如果不再支持設定歌手，建議你可將粉絲徽章功能暫時設定為不公開， 如此一來，他人進入到你的個人檔案頁面時，就不會看到你所有的粉絲徽章了。

那標章持續在我就每週來把我的評論往上洗

回報也沒說為何我刪歌還是拿到標章",1,0.03625734
399,已更新,5,0.005818952
400,在美國突然不能聽，還在綁約中,1,-0.23554522
401,是有改過嗎？因為我昨天用的時候還能設定，但，今天卻不能，重開機還是一樣😭,5,-0.0038108693
402,"定時關閉被改掉了

貼網址  說  按照網頁操作

我用app 你貼給我電腦版的操作？

Kkbox 真的沒有競爭性了",1,-0.122181416
403,離線歌曲原本有1000多首，更新之後只剩500首是什麼意思⋯,1,-0.07055856
404,音樂識別是不是移除了,1,0.14822046
405,"憑什只有5g用戶可以聽無損
我們4g是有少付錢嗎
已退訂 等你們處理好再回來",3,-0.25939646
406,不能定時時間到停止音樂,1,-0.1224093
407,更新後 沒有休眠模式,4,-0.22235511
408,聽音樂聽的正爽就沒了 有夠煩,1,-0.32617408
409,哪有音樂辨識？怎麼都找不到...沒更新之前還有！,2,-0.040969882
410,"更新後這個功能消失了耶
睡覺前聽音樂變得麻煩了",4,-0.53233254
411,為什麼定時功能不見了...,4,-0.40624118
412,這版發現只要一打開臉書音樂就會停止,5,0.3122517
413,"沒有定時播放欸
而且突然不見
也更新了還是一樣
我的iPhone 7",4,-0.46074638
414,覺得很多此一舉，也沒比較好找,3,0.35545793
415,希望能支援iOS 14 耳機的新功能,5,0.023724906
416,希望可以在外部帳號管理那邊，新增用 Apple ID 登入,5,-0.026570857
417,希望apple CarPlay可以新增歌曲收藏功能，這樣就能直接從車上收藏喜歡歌曲,5,0.16040875
418,程式更新後一點開就閃退，完全沒辦法使用，這已經困擾我一個禮拜了，希望官方能盡快修復。,2,-0.20430507
419,很棒的音樂平台,5,0.38142478
420,如題,3,0.14863932
421,為什麼更新後找不到定時播放了？,1,-0.25171617
422,明明我把歌的儲存量改成了4000結果更新之後卻又跑回500甚至把我的歌移除 真的狠令人傻眼 到底又要我重新下載到甚麼時候==,2,-0.3623889
423,歌單大概播30幾分鐘後就會自動關掉,1,-0.17977314
424,現在搜尋某一首歌後 只會播放那一首歌 和之前使用時有些差異 我確定不是在單曲循環模式 可以請問我該怎麼解決嗎？這兩星期都有被這個問題困擾,5,0.05176897
425,為什麼......,2,-0.22375606
426,音樂不能聽了？,1,0.027573474
427,前陣子推廣無損音質後，音質真的差異很多⋯,2,0.32302946
428,"更新後原本下載的歌都變成無下載了，
重新下載後、幾天再開來聽又變成無下載。

可不可可以給我一個回覆？",1,-0.27662712
429,如果試用會員到期，是不是就要儲值，如果沒有是不是會有一些歌曲不能聽,4,-0.1859653
430,請問能否將音樂辨識弄回來？,5,-0.09028669
431,"不喜歡粉絲徽章雞肋功能、POSCAST介面放在最前面

用KKBOX單純是聽歌，要找自己另存的歌單都要往下滑很多次，很難用，使用者介面非常不親民，如果短期不改善絕對考慮跳槽",1,-0.030137777
432,這次更新之後想找歌，但發現音樂辨識功能不見了ಥ_ಥ請問可以改回來嗎,5,-0.16816196
433,"app很棒，也用了十幾年了，推薦給大家。

但在最新一次更新v7.10.22後，一打開就卡住，接著閃退。完全無法聽歌",5,-0.4465062
434,更新後離線歌曲容量變成500首歌曲，原先是設定4000千首...結果原本的本機離線歌曲有2000多首不見一大堆...,1,-0.120010294
435,每次播離線下載的音樂播到一半暫停一陣子，回來再繼續播放原本的播放清單 清單就會被重置，希望可以不要一直reload。,4,-0.32632062
436,為什麼為什麼？,1,-0.22375606
437,It’s a best place for listening,5,No comments!
438,完全點了也沒辦法聽，連離線歌曲都是傻眼,1,0.15153436
439,"修好了齁
下次不要再這樣了
加油
謝謝",5,0.31108284
440,Apple Watch這兩天連不上？會閃退,3,-0.7175886
441,你好 一直很喜歡你們家 但是從更新7.10.2後突然Apple watch 打不開app 會直接閃退 希望你們可以解決這個問題 謝謝,4,-0.23832901
442,打開就閃退打開就閃退，很不便！,1,-0.44013557
443,7.10.20版本 手錶一直都閃退啦⋯⋯,2,-0.40747592
444,如題，更新後apple watch無法開啟app，一直閃退，希望趕快改善,3,-0.607708
445,"目前applewatch版本6.2.8
無法開啟KKBOX不知道怎麼回事！",3,-0.2815049
446,更新後手錶控會閃退無法使用,5,-0.5579881
447,請問 Watech 手錶上沒辦法開啟App是版本還太舊嗎🧐🧐🧐🧐,3,0.024711434
448,app更新後完全打不開 ，無法使用,3,-0.2133677
449,如題 更新過後apple watch上的app就打不開了,3,0.058987185
450,爛東西更新完apple watch不能用,1,-0.33031029
451,Apple Watch的kkbox打不開 會一直閃退,3,-0.70836097
452,Applewatch瘋狂閃退,4,-0.6793232
453,"更新後分享歌詞有底色看起來很醜...
希望能恢復之前的分享方式",4,-0.38016674
454,一直閃退...,1,-0.70836097
455,7.10.20版本更新完，Apple Watch 上面的KKBOX APP打不開,2,-0.2649592
456,某天自動播放突然失效，不知道原因為何,5,-0.33521345
457,這版更新後，Apple Watch無法使用，閃退,3,-0.7362991
458,手錶的app完全掛掉了,4,0.18470876
459,昨天更新完之後就沒有辦法在手錶開啟KKBOX。,3,-0.26748577
460,我昨天更新完app過後我在手錶上要操作就出現閃退的現象,2,-0.25186196
461,一直斷連不上,5,-0.23004414
462,今天剛更新完，Apple watch就無法跳出kkbox的畫面了，不知道有沒有人跟我一樣的狀況😭😭😭,5,-0.38142475
463,為什麼今天更新完我的Apple watch上的KKBOX打不開...,1,-0.32139948
464,"不好意思我是購買$600（120+60）天的青年方案
可是官方只給了120天...",1,0.23573993
465,"取消收藏個一兩首歌就在那邊同步歌單，浪費好幾秒
取消收藏也是超不方便，容易按到旁邊的拖動條，彈出的取消收藏框框沒意義，反而每次都要等他消失才能按下一首
真心建議重新設計一下版面",1,-0.4602257
466,希望能將聽過的podcast新增顯示「已播放」，這樣就能清楚知道有無聽過,5,-0.026503049
467,為什麼更新後播放音樂，播沒幾句就停了,1,-0.15289569
468,App斷線太嚴重了,1,-0.08683443
469,"為何把剪下貼上功能拿掉？？？？這樣編輯歌單超難用= =
拖曳很難用 我歌很多一首要拖一分多鐘 要拖到何時",2,-0.022862833
470,3天前的更新後CarPlay就不能用了,1,-0.07642715
471,"突然無法連結chromecast欸
以前都可以 嘖嘖",1,-0.012637361
472,"昨天更新了kkbox，今天無法用carplay播放kkbox，程式重新下載還是不能打開

更新  
之後又突然可以用了，謝謝",5,-0.4151458
473,希望除了分享單曲外可以新增分享專輯到instagram上的功能。,5,0.026588086
474,張惠妹的歌只有14首？我傻眼,1,0.17531964
475,"更新後能進去App了, 但會出現無法連結Kk Box , 再按一次連結仍無法出現歌曲選單...
請儘速改進！

另外建議：
能否在KK BOX 介面下，用語音搜尋找歌？類似 Google map 語音搜尋地點一樣.
謝謝",1,-0.034927674
476,"歌單裡大概三分之一的歌未授權下載，如果在沒有網路的地方根本不用聽
未授權歌曲越來越多。
之前說要爭取授權的歌曲，三年了依然聽不到。再騙啊KKBox，當用戶都傻子嗎？",1,-0.03894815
477,更新後會閃退,1,-0.6524109
478,希望可以匯入youyube歌單,3,-0.14908929
479,問題一寄出不到一天就會有專員協助回應，最新的版本甚至有頭粉徽章真的太可愛了！,5,0.07672923
480,已按照說明手動上傳iTunes付費數據，但依然顯示一般會員。已將問題上傳至現上客服快易通，可是客服回函沒有回信。,1,-0.3329772
481,您好，近來在認養歌詞時，發現歌詞已投稿成功，但卻遲遲未有歌詞出現，覺得審核歌詞速度好像有點久，之前投稿過幾乎都一兩天就會出現，是不是可以改善一下審核歌詞的速度。,4,-0.00023854314
482,帳號要讓另一個人同時使用，但無法登入，請儘速為我處理,1,-0.30672464
483,"終於把開起來延遲五秒的錯誤改善
謝謝",5,-0.1670935
484,想請問明明沒有設置循環播放、隨機播放、單曲播放，卻一直重複同一首歌，重新下載也沒有變正常，請問該怎麼做？,5,-0.495948
485,我已經按照手機app功能編輯歌詞時間，但我卻收到回覆，說我時間格式設定錯誤，請開發者檢閱一下iOS版本的KKBOX app歌詞認養功能是否正常,1,-0.08415411
486,有時聽歌希望聽到下一首歌是某一條歌，APP可否增加這個功能呢？,4,0.00880865
487,有很好的功能，例如，有很多精心設計的歌單，還有隨著使用者習慣而出現相似曲風的歌單，排行榜與曲風功能很方便，新歌功能也很實用，但隨機播放常常會固定幾首歌重複播放，似乎演算法不夠完整，另外感覺比較差的是，只要有另一台連線就會封鎖原本的連線，建議可以增加連線人數上限，或酌量收取費用，在另一人連線時給予選擇，或更多方案，參考競爭對手的做法，以相近的費用開放多人連線,4,0.13902761
488,Android有車用模式，開車時有較大的按鈕介面可以使用，希望iOS版也可以有此功能，會方便很多。,4,0.16418794
489,希望能夠有漂浮歌詞出現在手機的頁面上,5,-0.15154497
490,昨天更新後，今日都無法連接apple CarPlay ~,3,-0.21154743
491,但希望可以在Carplay上也能有歌詞顯示功能～,5,-0.15354753
492,更新完ios最新版本後就無法隨機播放了,4,-0.40360883
493,找不到下載過後的歌曲,4,0.0023713748
494,可以增加以前有的使用注音和英文搜尋歌手團體嗎？,5,0.24168125
495,最近很常這樣,1,-0.0337896
496,"1.開始播放歌曲之後，如果我點出那個歌單再點進去，頁面會一樣在最上面，但事實上直接出現在該首歌曲的位置更實用。畢竟我常常又點進去就是為了看看它接下來幾首歌是什麼呀！

2.或許可以增加評論留言之類的功能？歌曲的評論區，有時候很想看看歌曲相關的討論。

3.可以考慮增加翻唱版本的歌曲嗎？例如Conor Maynard,Alex Goot之類有名的翻唱歌手。不知道版權方面可不可行，但很希望不用去yt就能聽翻唱～",4,0.07078287
497,現在沒有音樂鬧鐘了嗎@@,4,0.06086711
498,更新後一直無法打開,2,-0.48689273
499,更新後一直閃退，完全沒辦法使用，請盡快解決此問題,2,-0.28376737
