negword,score
屠殺,7
妄想,3
瘟神,5
無惡不作,7
興妖作怪,7
榨取,3
罪大惡極,9
小視,1
嗤之以鼻,9
薄情,3
專斷,3
貪杯,3
欺生,3
奸笑,7
潮溼,1
千仇萬恨,9
過街老鼠,5
怵心劌目,7
狼狽不堪,5
視而不見,5
兔崽子,5
黨徒,3
窮酸,3
壞分子,5
土棍,5
魔頭,5
悍婦,5
死心眼兒,3
謠諑,5
羊質虎皮,5
暗淡,1
不齒,3
乏味,3
熬心,3
逆耳,5
頹喪,1
離愁,1
俗不可耐,7
逼迫,5
一潭死水,7
不知所爲,5
唉聲嘆氣,5
自貽伊戚,1
懊糟,3
蹦躂,1
羞恥,5
終天之恨,9
慌張,3
操切,3
惶惶,7
驚惶失措,5
毛躁,3
顧此失彼,3
張皇失措,7
奔竄,5
憾事,1
悲觀失望,5
迴天乏術,9
嫉賢妒能,1
打破醋罈子,5
過敏,3
啓人疑竇,7
多疑,3
傲慢,7
保守,1
捕風捉影,3
沉溺,1
出爾反爾,5
虎頭蛇尾,5
長夜難明,7
民窮財盡,5
有天無日,7
盛名之下，其實難副,3
成敗論人,3
黃鐘譭棄，瓦釜雷鳴,5
陰謀詭計,7
欺公罔法,9
瀆貨無厭,9
貪墨敗度,9
徇私舞弊,7
牆倒衆人推,7
狡兔死，良狗烹,9
揮金如土,9
鋪張揚厲,7
胡思亂想,1
夢中說夢,3
子虛烏有,5
一孔之見,5
以貌取人,5
大吹法螺,3
張大其事,3
只見樹木，不見森林,5
東掩西遮,3
雲泥之別,5
窮途之哭,5
世殊事異,3
望而卻步,3
翻翻覆覆,3
死灰復燃,9
拔本塞源,3
毀於一旦,7
移花接木,5
英雄氣短,1
大醇小疵,3
屢教不改,7
頑梗不化,7
厚貌深情,3
先入爲主,1
重規疊矩,3
零敲碎打,3
因襲陳規,3
蚍蜉帶盆,5
慚鳧企鶴,3
蓬戶甕牖,3
賞同罰異,7
土階茅屋,3
白骨露野,9
斷梗飄蓬,1
以暴易暴,7
不勝衣,1
滅門絕戶,9
名重識暗,7
臨事而懼,3
信口胡言,3
喙長三尺,5
空談快意,5
虛談高議,5
刺刺不休,3
數黃道黑,3
不得其死,3
赤口毒舌,5
有聞必錄,3
不看了了,3
楚囚對泣,3
傍人籬壁,3
居功自持,5
挾勢弄權,5
欺世罔俗,7
欺天罔地,9
上樑不正下樑歪,7
坐於塗炭,3
彌天大禍,7
屋漏偏遭連夜雨,7
彈丸之地,3
釜中生魚,1
聊以卒歲,3
賣身投靠,7
攀龍附驥,5
依草附木,5
讒口嗷嗷,5
積毀銷骨,7
搬口弄舌,5
挑撥離間,5
荒淫無道,9
聲色貨利,7
爨桂炊玉,3
食玉炊桂,3
殺人滅口,7
殺人越貨,7
扶東倒西,5
兵連禍結,7
烽火連天,5
柔茹寡斷,5
打躬作揖,1
俯首帖耳,3
下氣怡聲,1
惡醉強酒,5
劈兩分星,3
漏網之魚,5
逍遙法外,5
撒村罵街,5
賄賂公行,5
遠水不救近火,5
差三錯四,5
輕重倒置,5
焦頭爛額,9
圖窮匕見,3
有加無已,5
人命危淺,5
釁發蕭牆,7
七拼八湊,3
可乘之機,3
怕硬欺軟,5
肆言詈辱,7
藏垢納污,7
自欺欺人,5
狗頭軍師,5
吞雲吐霧,3
攻守同盟,5
同惡相濟,7
放任自流,5
引類呼朋,5
大打出手,5
互相推諉,5
包辦代替,5
目無法紀,7
金貂換酒,5
雪窖冰天,7
察察爲明,5
杜口木舌,5
不知深淺,3
拿腔做勢,5
以力服人,5
寸指測淵,3
寡見少聞,3
有眼無珠,7
心有餘而力不足,3
烏有先生,5
黔突暖席,3
鷹鼻鷂眼,5
阿諛取容,5
妒能害賢,5
懷才之遇,5
雞皮鶴髮,3
交臂失之,5
道盡途窮,7
節節敗退,5
師老民困,3
人老珠黃,3
行屍走肉,7
不朗不秀,5
駑馬戀棧,5
臭肉來蠅,9
同流合污,7
樑上君子,5
死有餘僇,9
背道而馳,3
弄假成真,1
以冰致蠅,5
屋下架屋,3
蠢如鹿豕,5
扣盤捫燭,5
諂山傲下,5
罪魁禍首,9
同牀異夢,5
鼴腹易盈,5
淆惑視聽,5
無的放矢,3
矜功伐善,7
說嘴打嘴,7
自取其咎,7
作繭自縛,7
橫生枝節,3
百無一能,1
遇人不淑,3
貪小失大,5
斷章截句,3
點金成鐵,5
佶屈聱牙,3
人前背後,7
自作聰明,3
管見所及,5
傲視輕物,5
好自矜誇,5
目無下塵,5
朋黨之爭,5
爭名於朝，奪利於世,7
狼吞虎嚥,3
貪求無厭,7
蠱惑人心,5
啥也不說了,7
_ass,5
臭嘴,3
爛人,3
RY,7
蛋白質,5
leecher,5
我吐,5
好高務遠,7
荒謬,5
看風使舵,5
大雜燴,1
兜售,1
剛愎自用,7
誇誇其談,3
愛發牢騷,3
爛攤子,7
理屈詞窮,1
亂七八糟,3
貌合神離,1
頹靡,3
謀害,5
懦弱,5
不堪入目,9
兇惡,3
蚍蜉撼樹,3
刻板,3
奇貨可居,3
巧立名目,3
輕舉妄動,3
三心二意,3
奢侈,7
失職,5
四分五裂,1
呆若木雞,5
挑肥揀瘦,5
視同兒戲,5
萬馬齊喑,5
無的放失,1
無所不至,3
洗劫,3
閒言碎語,1
倚仗,1
雜亂,3
自私,7
惡狠狠,7
陰賊,7
邪念,7
幸災樂禍,7
刁悍,7
老奸巨猾,5
不義,7
乏貨,3
拿大,5
自命不凡,7
落落寡合,3
拘執,1
頑固不化,7
乖僻,5
裝假,3
油嘴滑舌,5
厚此薄彼,3
利己主義,3
刻舟求劍,3
村俗,5
詐唬,3
擺譜兒,5
貿然,3
愚味,5
不知進退,5
冠冕堂皇,5
浮漂,1
刁詐,7
虛浮,3
土氣,5
膽小,3
心不在焉,3
首鼠兩端,5
粉飾,3
離譜,5
賣好,3
欺矇,5
招搖撞騙,7
做鬼,3
瞎鬧,5
斥責,7
被動,1
反眼不識,7
反覆無常,3
神經,5
異想天開,7
心眼多,3
簡陋,3
偏激,5
冷眼旁觀,5
冷語冰人,5
分文不值,5
模糊不清,1
慢慢騰騰,3
獨斷,5
不近人情,3
安於現狀,3
吃偏飯,3
譏笑,5
老一套,1
明哲保身,7
貪心不足,7
不廉,7
低俗,7
有傷風化,3
守財奴,5
淫蕩,7
蕩檢逾閑,7
詬罵,5
抓破臉,5
恩將仇報,5
耍花招,1
獻媚,5
阿諛奉承,5
破綻百出,5
毫不留情,5
一文不值,7
盲人摸象,1
理虧|,1
莫名其妙,5
寡廉鮮恥,5
有名無實,1
歹心,5
名不符實,3
想當然,3
劣等,5
把持,3
白費,3
敗葉,1
暴利,1
笨蛋,3
不濟,5
慘殺,7
憷場,1
借刀殺人,3
瘋狂,7
離奇,5
不渝,7
草芥,3
差池,3
拆臺,5
孱弱,3
剿說,3
扯臊,3
陳規,5
逞兇,3
魑魅,7
衝犯,3
醜話,1
臭棋,1
出局,1
鶉衣,1
疵品,3
粗莽,5
篡改,5
措大,1
大話,3
黨棍,7
倒運,5
盜騙,5
低檔,3
敵酋,5
地煞,7
凋落,3
喋喋,5
鬥氣,3
毒手,5
黷武,7
短見,5
掇弄,3
厄運,3
惡煞,7
惡兆,3
發狂,3
犯傻,3
飛賊,3
非法,3
廢然,5
僨事,3
浮詞,3
腐舊,7
乾號,3
苟安,7
辜負,3
關礙,3
慣家,3
鬼混,5
過當,3
含混,3
黑道,5
黑手,3
哄擡,1
胡說,1
話柄,1
惶然,7
譭棄,3
穢氣,5
混說,1
禍事,3
極權,3
家賊,3
奸商,5
簡慢,3
狡計,5
芥蒂,1
糾合,5
攫取,7
賴賬,1
苛責,1
空泛,3
狂言,1
虧負,3
狼藉,3
落架,5
冷害,3
厲鬼,7
凌轢,5
流弊,5
漏稅,5
亂兵,1
亂子,5
落馬,3
罵街,3
忙亂,5
冒進,1
媚世,3
糜爛,5
民賊,5
魔王,5
暮氣,3
納粹,7
納賄,3
鬧騰,3
內憂,5
膩歪,3
女巫,5
拍馬,5
叛亂,7
賠錢,5
批繆,3
屁話,5
騙術,5
頻仍,3
破滅,5
慳吝,3
淺學,3
強樑,3
磽薄,3
侵奪,5
輕慢,3
囚犯,3
屈膝,5
權貴,5
羣氓,5
冗員,3
喪亂,5
嗇刻,3
煞氣,3
失察,5
失閃,5
失着,3
事故,5
受窮,5
樹敵,5
說客,5
廝混,5
肆擾,5
損害,5
塌臺,5
糖彈,3
套購,5
挑動,7
同謀,5
屠戮,7
退化,3
瓦全,5
玩忽,7
妄斷,5
忘本,5
違反,5
倭寇,5
誣栽,7
西風,5
黠慧,5
險象,5
囂鬧,3
小鞋,5
邪道,7
邪祟,5
腥臊,3
凶年,5
兇焰,5
朽木,3
虛怯,3
續貂,3
玄虛,3
馴化,5
炎涼,7
妖霧,5
業障,5
遺恨,7
臆說,5
陰狠,7
淫辭,5
淫邪,5
迎合,5
憂煩,5
誘餌,3
迂拘,5
愚闇,5
語病,3
冤獄,7
怨嗟,3
砸鍋,5
雜質,3
山窮水盡,9
毒化,9
差役,5
調戲,7
匹夫,7
敗退,1
私心,5
空談,9
粗暴,5
習染,7
行將就木,3
亂哄哄,3
丟人現眼,7
沆瀣一氣,7
小丑,5
頹唐,5
掛一漏萬,1
漫無邊際,5
坐井觀天,7
二五眼,7
唯唯諾諾,7
漏洞,3
退步,3
非議,5
含糊其辭,5
殘害,9
急功近利,9
搖尾乞憐,9
煩亂,9
失慎,3
死皮賴臉,7
薄弱,1
一味,5
膩煩,7
故態復萌,5
氣短,3
市儈,9
耽擱,3
繞圈子,7
有恃無恐,5
紙上談兵,5
背時,5
恣意,7
畏首畏尾,5
驕橫,5
詐騙,5
居心,5
助長,5
搬弄,5
鼓吹,7
災荒,1
吵鬧,7
殺人不見血,9
危殆,7
虛構,5
操之過急,1
成心,1
顛三倒四,1
受窘,1
名存實亡,1
投鼠忌器,1
沾沾自喜,1
抱頭鼠竄,1
不攻自破,1
徹頭徹尾,1
吹篪乞食,1
飯糗茹草,1
窺豹一斑,1
皮之不存，毛將焉附,1
聽天由命,1
挖空心思,1
嬉皮笑臉,1
喜怒無常,1
怨女曠夫,1
知其一，不知其二,1
走馬看花,1
黑哨,1
愁緒,1
訛脫,1
橫事,1
火性,1
狂人,1
野性,1
翻悔,1
冒充,1
討好,1
陰冷,3
癡肥,3
花心,3
煩囂,3
晦氣,3
兇悍,3
索寞,3
背理,3
悖晦,3
憋屈,3
不法,3
刺耳,3
粗淺,3
單弱,3
低效,3
多病,3
二流,3
放肆,3
紛雜,3
封建,3
浮豔,3
古怪,3
含悲,3
好勝,3
渙散,3
晃悠悠,3
晦澀,3
狡黠,3
矯情,3
看不上,3
枯燥,3
拉下臉來,3
狼狽,3
劣質,3
魯鈍,3
昧心,3
悶熱,3
駑鈍,3
偏枯,3
貧瘠,3
輕忽,3
冗長,3
疏闊,3
鬆散,3
肅殺,3
討嫌,3
挑食,3
無動於衷,3
無恆,3
稀爛,3
險厄,3
淆亂,3
羞人答答,3
朽腐,3
一個心眼,3
飲恨吞聲,3
黝黯,3
迂迴曲折,3
羣起而攻之,3
塗脂抹粉,3
倚門賣笑,3
障人眼目,3
指手畫腳,3
白璧微瑕,3
根深蒂固,3
病急亂投醫,3
不管不顧,3
不修邊幅,3
草木愚夫,3
察見淵魚,3
朝不謀夕,3
躊躇不決,3
從風而服,3
打腫臉充胖子,3
大殺風景,3
顛沛流離,3
東拉西扯,3
二三其德,3
飯來張口,3
放浪江湖,3
非分之想,3
狗尾續貂,3
蒿目時艱,3
花裏胡哨,3
江山易改，本性難移,3
降格以求,3
糠菜半年糧,3
口說無憑,3
拉幫結派,3
老不曉事,3
臨渴掘井,3
流落他鄉,3
墨守成規,3
拈斤播兩,3
前言不搭後語,3
竊竊私語,3
求道於盲,3
如狼似虎,3
如坐雲霧,3
搔首弄姿,3
視若兒戲,3
天花亂墜,3
烏焉成馬,3
幫派,1
沒有禮貌,3
沒見過世面,3
沒什麼了不起,3
相形見絀,3
逍遙自娛,3
朽木糞牆,3
一哄而起,3
庸人自擾,3
用盡心機,3
有眼不識泰山,3
與時沉浮,3
張冠李戴,3
支吾其詞,3
置之不理,3
自不量力,3
暴力,3
粗話,3
魔怪,3
窮途,3
謗議,3
參錯,3
蠢事,3
過錯,3
海難,3
禍患,3
辣詞兒,3
末日,3
目論,3
痞棍,3
缺陷,3
弱點,3
傻子,3
世弊,3
同夥,3
脫誤,3
下品,3
贅言,3
濁浪,3
罪過,3
豬頭,3
擺闊,3
串供,3
搗鬼,3
瞞上欺下,3
跌份,3
拆散,3
得勢,3
勾通,3
拌嘴,3
揹包袱,3
庇廕,3
扯淡,3
出醜,3
竄逃,3
打謊,3
膽敢,3
牴觸,3
發橫,3
結夥,3
苛待,3
勒索,3
流竄,3
落荒,3
炮製,3
疲睏,3
睥睨,3
破裂,3
遷怒於人,3
潛蹤,3
惹禍,3
撒氣,3
失檢,3
失序,3
甩臉子,3
貪小,3
噪嚷,3
縱容,3
偏頗,5
狡詐,5
難吃,5
厭倦,5
專權,5
要命,5
媚俗,5
哀憫,5
霸道,5
低能,5
發怵,5
犯難,5
非分,5
悱惻,5
怫然,5
乾癟,5
詭祕,5
裹足不前,5
虎着臉,5
昏亂,5
假惺惺,5
嬌生慣養,5
摳門兒,5
摳搜,5
口是心非,5
俚俗,5
囉囉嗦嗦,5
冒昧,5
膩人,5
努牙突嘴,5
貧嘴,5
淺陋,5
窮乏,5
僞善,5
無稽,5
狎褻,5
邪曲,5
心狠,5
心勞日拙,5
心緒不寧,5
虛誑,5
油頭滑腦,5
迂執,5
葬送,5
執性,5
嘴尖,5
嘴快,5
公然,5
雞毛蒜皮,5
私心雜念,5
滄海遺珠,5
鳥入樊籠,5
窮鄉僻壤,5
時不我與,5
支離破碎,5
鼓腹而遊,5
袞袞諸公,5
腳踏兩隻船,5
面從腹誹,5
是非口舌,5
隨風倒舵,5
造言惑衆,5
節外生枝,5
勞而無功,5
貧病交迫,5
妙手空空,5
丟盔棄甲,5
賞罰不當,5
賞罰不信,5
醜態百出,5
調三斡四,5
暮氣沉沉,5
攀龍附鳳,5
向火乞兒,5
脅肩低眉,5
虛擲光陰,5
手眼通天,5
愛財如命,5
按圖索驥,5
傲睨一世,5
百思不解,5
抱薪救火,5
笨手笨腳,5
鄙俚淺陋,5
不可挽回,5
朝歌暮宴,5
陳規陋習,5
稱王稱霸,5
吃寡醋,5
穿鑿附會,5
吹鬍子瞪眼,5
此地無銀三百兩,5
聰明反被聰明誤,5
大做文章,5
呆頭呆腦,5
得意忘形,5
得魚忘筌,5
燈紅酒綠,5
東扶西倒,5
東施效顰,5
杜口裹足,5
放誕風流,5
粉飾太平,5
夫子自道,5
附驥尾,5
覆雨翻雲,5
高視闊步,5
高自標置,5
告朔餼羊,5
攻其一點，不及其餘,5
過甚其詞,5
海底撈月,5
好高騖遠,5
侯服玉食,5
呼晝作夜,5
渾頭渾腦,5
火急火燎,5
雞鳴狗盜,5
急攻盡利,5
煎水作冰,5
據爲己有,5
倔頭倔腦,5
兩面光,5
兩面三刀,5
溜之大吉,5
籠絡人心,5
馬仰人翻,5
螞蟻緣槐,5
瞞天過海,5
毛頭毛腦,5
苗而不秀,5
名不副實,5
墨守陳規,5
目無餘子,5
平鋪直序,5
前怕狼後怕虎,5
屈打成招,5
人頭畜鳴,5
肉食者鄙,5
食言而肥,5
勢如冰炭,5
恃才傲物,5
隨波逐流,5
天崩地坼,5
偷工減料,5
偷天換日,5
徒勞往返,5
兔絲燕麥,5
望風而走,5
微文深詆,5
文恬武嬉,5
蝸名微利,5
無能之輩,5
無事生非,5
挾冰求溫,5
徇情枉法,5
野調無腔,5
以小人之心，度君子之腹,5
倚強凌弱,5
因陋守舊,5
因噎廢食,5
直言賈禍,5
衆矢之的,5
自暴自棄,5
自行其是,5
坐吃山空,5
鴇母,5
枷鎖,5
積鬱,5
妖術,5
白黨,5
村話,5
案犯,5
赤佬,5
官腔,5
爛賬,5
敗軍,5
悖謬,5
沉渣,5
醜八怪,5
斗筲,5
飛語,5
勾當,5
花言巧語,5
九尾狐,5
懶蟲,5
嘍囉,5
皮毛,5
軟骨頭,5
死頑固,5
通病,5
頹風,5
蝟辭,5
小辮子,5
小氣鬼,5
心術,5
血口,5
煙鬼,5
陰影,5
癰疽,5
迂夫子,5
戰亂,5
子虛,5
欠拍,5
bc,5
LM,5
sb,5
費工夫,5
毀害,5
背棄,5
搗蛋,5
盜獵,5
獨吞,5
胡鬧,5
聚斂,5
焦愁,5
醜詆,5
反誣,5
欺壓,5
屈從,5
熬磨,5
板着臉,5
成性,5
恥笑,5
吹求,5
撮弄,5
大罵,5
詆譭,5
調撥,5
多嫌,5
告負,5
揮霍,5
驕縱,5
溜門,5
拿人,5
鬧事,5
佞笑,5
牽累,5
強辯,5
竊取,5
傷生,5
受挫,5
受騙,5
說謊,5
私吞,5
搪塞,5
逃稅,5
偷生,5
妄言,5
忤逆,5
誤解,5
陷身,5
虛造,5
厭恨,5
夷平,5
臆斷,5
隱瞞,5
愚弄,5
遇險,5
隕滅,5
責難,5
找事,5
抓辮子,5
裝蒜,5
自專,5
坐待,5
闇弱,7
暗沉沉,7
刁蠻,7
惡濁,7
淫靡,7
不知羞恥,7
猥褻,7
暴戾恣睢,7
不道,7
不名譽,7
呆笨,7
怠惰,7
孤傲,7
寡味,7
可惡,7
摳唆,7
枯燥無味,7
懶惰,7
蠻悍,7
生殺予奪,7
塗炭,7
無行,7
無足輕重,7
兇殘,7
夜郎自大,7
勇略,7
愚笨,7
愚妄,7
自大,7
貪大求全,7
野心勃勃,7
卑躬屈節,7
逞性妄爲,7
頭會箕賦,7
言而不信,7
以售其奸,7
自作自受,7
凌弱暴寡,7
皮笑肉不笑,7
若要人不知，除非己莫爲,7
殺人盈野,7
聲色犬馬,7
恃強凌弱,7
貪賄無藝,7
面目全非,7
一朝天子一朝臣,7
人心叵測,7
多行不義必自毖,7
令人生厭,7
千金一擲,7
只許州官放火，不許百姓點燈,7
惟命是從,7
保殘守缺,7
背本趨末,7
不辨菽麥,7
不成樣子,7
不問青紅皁白,7
才疏學淺,7
倉皇失措,7
褫其華袞，示人本相,7
崇洋媚外,7
大而笨拙,7
道學先生,7
勾心鬥角,7
呵佛罵祖,7
橫蠻無理,7
監守自盜,7
利鎖名繮,7
目中無人,7
囊空如洗,7
損人利己,7
貪聲逐色,7
同室操戈,7
亡命之徒,7
養癰遺患,7
一無所能,7
以血洗血,7
迂腐騰騰,7
早知今日，悔不當初,7
做手腳,7
惡念,7
毒謀,7
蠹蟲,7
奸臣,7
幫兇,7
狗屁,7
圈套,7
獸性,7
邪心,7
鷹犬,7
崽子,7
嘴臉,7
罪情,7
SM,7
傻B,7
病態,7
不開化,7
配不上,7
殘殺,7
龜縮,7
再犯,7
拍馬屁,7
叛國,7
誣害,7
褻瀆,7
附逆,7
唾罵,7
鄙夷,7
仇視,7
妒忌,7
鼓舌,7
攪和,7
浪費,7
惹是生非,7
貪污,7
偷樑換柱,7
妄稱,7
違背,7
誣賴,7
挾制,7
血口噴人,7
一意孤行,7
冤死,7
誅除,7
小心眼兒,9
心眼兒小,9
絮聒,9
未受過教育,9
獐頭鼠目,9
心狠手辣,9
戲劇化,9
鄙陋,9
髮指眥裂,9
煩躁,9
狂蕩,9
麻木不仁,9
死去活來,9
酸臭,9
無口才,9
下賤,9
衣衫不整,9
陰惡,9
懵裏懵懂,9
迷人眼目,9
欺三瞞四,9
貪官污吏,9
吆五喝六,9
垂簾聽政,9
辱國喪師,9
鐵石心腸,9
假裝神聖,9
苛政猛於虎,9
沐猴而冠,9
徒勞無益,9
羣魔亂舞,9
喪心病狂,9
全軍覆沒,9
令人毛骨悚然,9
神奸巨蠹,9
不值一文,9
恫心疾首,9
頓足捶胸,9
氾濫成災,9
放辟邪侈,9
肝腸寸斷,9
毫無用處,9
荒謬絕倫,9
悔不當初,9
九世之仇,9
老太太吃炒胡豆－咬牙切齒,9
裏通外國,9
面目猙獰,9
民怨盈塗,9
窮兇惡極,9
熱鍋上的螞蟻,9
殺人不眨眼,9
屍橫遍野,9
守株待兔,9
枉費心機,9
污七八糟,9
相煎何急,9
小巫見大巫,9
挾天子以令諸侯,9
血雨腥風,9
猶猶豫豫,9
冤有頭，債有主,9
自取滅亡,9
罪當萬死,9
罪惡昭著,9
弊害,9
惡棍,9
牢籠,9
罪惡,9
最壞,9
無誠意,9
無證據,9
抱怨,9
私下裏,9
造謠中傷,9
怪異,1
遲延,1
憋氣,3
室如懸磬,3
藐小,1
坑坑窪窪,1
零零散散,1
饞貓,1
挪用,1
繁瑣,3
兜兜搭搭,3
孔席墨突,3
麟角鳳距,3
如墜五里霧中,3
贓官,7
責問,5
仗恃,5
肇禍,5
紙老虎,5
中魔,5
誅戮,7
抓瞎,5
裝相,5
濁流,5
恣肆,5
罪人,7
坐地虎,7
作怪,5
囉裏囉唆,5
暗地,3
白癡般,5
悲觀地,3
笨頭笨腦,5
邋邋遢遢,9
惟命是聽,7
不成材,5
不潔,9
不堪設想,7
鼠目寸光,9
死性,9
酸刻,9
徒勞無功,9
枉然,9
不郎不秀,7
不問是非情由,7
不着邊際,3
財迷心竅,9
豺狼當道,9
烏壓壓,9
戲劇性,9
罪該萬死,9
陰沉沉,9
大而無當,7
刁鑽古怪,7
惡煞煞,7
乾癟癟,1
狗眼看人,9
花花搭搭,3
渾噩,9
嘲謔,5
混淆不清,3
呆怔,3
犯怵,3
骨鯁在喉,7
懷恨在心,7
火頭上,5
輕看,3
學識淺薄,9
空洞無聊,7
拉拉雜雜,3
劣中之劣,9
零零碎碎,1
令人噁心,9
令人討厭,7
亂紛紛,7
滿臉橫肉,7
漫漶,5
貌似強大,3
沒教養,7
沒受過教育,3
沒有頭腦,5
拿腔作勢,7
笑裏藏刀,9
引起反感,9
效率很差,9
囊中羞澀,7
蔫不唧兒,5
偏狹,5
憑白無故,5
欠妥,7
窮極潦倒,9
犬牙交錯,7
攘攘,9
三天打魚兩天曬網,3
殺人如麻,9
滯鈍,9
懵懂,9
急公好義,3
死一般,9
形同路人,9
兇蠻,9
有毒性,9
愚不可及,9
賊眉鼠眼,9
縮手縮腳,9
明火執仗,5
倒持泰阿,9
三分鼎足,9
一國三公,7
亂臣賊子,9
蹙國百里,7
妒忌心,3
嬌寵,7
鬼迷心竅,7
從井救人,5
氣勢洶洶,5
殺氣,9
揚長而去,3
走氣門,3
憤然作色,5
攘臂嗔目,3
憂憤成疾,9
哀嚎,9
殘敗,3
瘮人,1
暗害,3
暴虐,3
蠶食,3
惡魔,7
沒皮沒臉,5
狼狽爲奸,7
令人髮指,9
賣弄,5
豪橫,3
痞子,3
頑固,3
侵略,3
鄙薄,7
投井下石,5
妄圖,3
味同嚼蠟,3
無病呻吟,3
興風作浪,7
庸俗,7
罪不容誅,9
賤視,3
白眼,5
心硬,5
使壞,5
諂笑,7
潑婦,5
老漢啃甘蔗－咬牙切齒,9
舊恨新仇,7
夙世怨家,7
死無葬身之地,9
殺風景,3
口尚乳臭,3
落水狗,5
專橫跋扈,5
鼠類,7
混世魔王,7
牛鬼蛇神,7
死硬派,3
惡語中傷,5
暗娼,5
薄倖,3
煩燥,9
悶悶不樂,5
膩味,1
幾不欲生,9
內顧之憂,3
鬱熱,3
蹩腳,1
無地自容,9
患得患失,1
急躁,5
方寸已亂,5
行色匆匆,3
海底撈針,5
遙遙無期,5
吃無名醋,5
包庇,3
別有用心,5
醜聞,3
私慾,3
有始無終,5
民不堪命,9
搖手觸禁,7
舞文弄法,5
陰謀不軌,9
彌天大謊,9
飽其私囊,9
貪吏猾胥,9
通同作弊,7
方便之門,3
趁人之危,9
百約百叛,9
揮霍無度,9
炮鳳烹龍,7
夢幻泡影,5
綆短汲深,3
度日如年,7
大吹大擂,3
人爲刀俎，我爲魚肉,5
雲泥殊路,5
暗礁險灘,7
打退堂鼓,3
放虎歸山,5
百無一是,7
畫地爲牢,5
死無對證,3
燕雀安知鴻鵠之志,3
八面見光,3
油嘴狗舌,7
詭銜竊轡,1
安之若命,3
忍垢偷生,3
執而不化,7
門戶之見,3
七顛八倒,3
賞不當功,5
荊室蓬戶,3
飛來橫禍,3
流落天涯,3
望秋先零,3
鬼話連篇,5
譁衆取寵,7
顧前不顧後,3
聽而不聞,5
強聒不捨,3
竊竊私議,3
照本宣科,5
今是昨非,3
不得要領,3
醉生夢死,7
遊戲人間,3
狐假虎威,5
挾權倚勢,5
倚勢挾權,5
好吃懶做,5
上行下效,3
懸羊頭，賣狗肉,7
家破人亡,9
天坍地陷,7
啜菽飲水,1
分文不名,1
糠豆不贍,3
牽蘿補屋,3
阮囊羞澀,3
曳裾王門,5
四壁蕭然,5
腹誹心謗,5
造謠惑衆,3
搬脣遞舌,5
調嘴弄舌,5
聲色狗馬,7
囤積居奇,5
寸草不留,7
殺人放火,7
逆來順受,5
兵荒馬亂,5
烽鼓不息,5
徘徊歧路,3
伏低做小,3
唯唯否否,3
明知故問,3
買菜求益,3
室人交謫,5
溜之乎也,3
聞風遠揚,3
半癡不癲,3
大模大樣,3
遇事生風,3
以眼還眼，以牙還牙,7
本末倒置,7
